http://jonpoler.blogspot.com/feeds/posts/default?alt=rss;3 posts
http://blog.chrisdrane.com/?feed=rss2;Disabled
https://marinhero.com/index.xml;3 posts
http://mateor.github.io/feed.xml;2 posts
http://pepijndevos.nl/feed.xml;
https://jimjshields.github.io/feed.xml;
http://feeds.feedburner.com/dubroy;
http://momentum6.blogspot.com//feeds/posts/default?alt=rss;4 posts
https://blog.vsinha.com/feed/atom/;
https://blog.vsinha.com/feed/;
https://medium.com/feed/@malkomalko;4 posts
http://aerenchyma.github.io/feed/;Disabled
https://words.serenaperuzzo.com/index.xml;6 posts
http://ggilmore.net/categories/tech/index.xml;1 posts, Disabled
http://thewebivore.com/feed/;
http://sarahgp.com/rss.xml;1 posts
https://medium.com/feed/@c11z;6 posts
http://blog.gnclmorais.com/feed;
https://purplepaperreader.blogspot.com/feeds/posts/default;4 posts
http://joelburget.com/rss.xml;Disabled
http://jasonlaster.github.io/;0 posts, Disabled
http://jasonlaster.github.io/feed.xml;
http://varnull.adityamukerjee.net/rss;
https://oskarth.com/index.xml;
http://dev.jdherg.com/feeds/all.atom.xml;5 posts
http://simplyahmazing.github.io/feed;
https://writing.natwelch.com/feed.atom;
http://redlua.com/index.xml;
http://www.alextaipale.com/feed/;4 posts
https://taipaletravels.wordpress.com/;0 posts, Disabled
http://karlhigley.github.io/atom.xml;1 posts
http://pietro.menna.net.br/atom_rc.xml;
http://blog.printf.net/feed/atom/;
https://lunacodes.wordpress.com/feed/;
http://blog.plover.com/index.atom;
http://www.optimistindustries.com/feed;3 posts, Disabled
http://vast-reef-6636.herokuapp.com/rss/;2 posts
https://sofiatti.github.io/feed.xml;3 posts
http://karni.nei.gy/atom.xml;Disabled
http://thursdays.null.tl/feed.xml;4 posts, Disabled
https://www.freshpaint.io/blog/rss.xml;
http://malisper.me/feed/;
http://blog.annharter.com/feed.xml;
http://kamalmarhubi.com/blog/feed.xml;
https://sfrapoport.github.io/feed.xml;
https://aliceriot.github.io/feed.xml;Disabled
https://alnneal.wordpress.com/?feed=rss;Disabled
http://martin.kleppmann.com/feed.rss;
https://charles.bearblog.dev/feed/;6 posts
http://www.charlesetc.com/index.xml;
https://obscure-atoll-2224.herokuapp.com/atom.xml;8 posts
http://www.lizsander.com/feed.xml;
https://medium.com/feed/@richardlayte;2 posts
http://blog.benoitvallon.com/feed.xml;
http://rememberyourlines.com/feed/;
http://www.daz.zone/blog/feed/atom_feed.xml;4 posts
http://ibrand.github.io/feed.xml;2 posts
http://piratefsh.github.io/feed.xml;
http://linzjax.github.io/feed.xml;
http://blog.http417.com/feeds/posts/default?alt=rss;
http://basicbitch.software/feed.xml;
https://aliciarecurses.wordpress.com/feed/;
https://syncretism.xyz/jproz/feed;2 posts
https://buttondown.email/distillations/rss;7 posts
https://jasdev.me/notes.xml;
http://jasdev.me/atom.xml;
https://buttondown.email/letters-to-j/rss;
http://parsing.life/tag/shad/feed/;1 posts
https://stephentu.github.io/blog/rss.xml;
http://vakila.github.io/feed.xml;
http://blackwood.io/feed.xml;
http://perltricks.com/feed/atom;Disabled
https://gonzalo-bulnes.github.io/feed.xml;2 posts
http://maryrosecook.com/blog/feed;
http://blog.theworldj.tk/rss;4 posts, Disabled
http://cestdiego.github.io/atom.xml;
https://medium.com/feed/@laurenzlong;4 posts
https://medium.com/feed/@tehgeekmeister/;
http://www.tehgeekmeister.com/writing?format=RSS;
https://vzhz.github.io/atom.xml;7 posts
https://blog.zulip.org/rss;
http://dvndrsn.com/feed.xml;
http://linbug.github.io/atom.xml;
http://depthnn.blogspot.com/feeds/posts/default;3 posts
http://maciejjaskowski.github.io/feed.xml;6 posts
https://medium.com/feed/@christinechanyc;5 posts
https://blog.joeardent.net/index.xml;6 posts
http://mikeymu.tumblr.com/rss;8 posts
http://blog.zandermackie.com/rss/;Disabled
https://www.danielputtick.com/feeds/writing.atom.xml;9 posts
https://mjec.blog/index.xml;
https://www.philosophicalhacker.com/post/index.xml;
https://www.philosophicalhacker.com/rpost/index.xml;
http://l0stinsp4ce.com/xml;
http://pnasrat.github.io/atom.xml;7 posts
http://reeddunkle.github.io/feed.xml;
http://emmanuelgenard.com/feed.xml;
https://nickdrozd.github.io/feed.xml;
http://medium.com/feed/@benschac;8 posts
http://pjf.id.au/feed.xml;
https://paultopia.github.io/feed.xml;
https://jjst.github.io/feeds/atom.xml;3 posts
https://munyari.github.io/feed.xml;Disabled
http://panashefundira.me/feed.xml;Disabled
https://panashefundira.me/feed.xml;Disabled
http://jamey.thesharps.us/feeds/posts/default;
https://boinkor.net/index.xml;
http://adrien.lamarque.fr/cc/index.xml;5 posts
https://arpith.co/feed.xml;
https://hachibu.net/index.xml;
https://tayloraburgess.com/feed.xml;5 posts
https://x.st/atom.xml;4 posts
http://annalogs.io/feed/atom/;3 posts, Disabled
http://www.tamrat.co/category/code/feed/;
http://ssfrr.com/feeds/all.atom.xml;
https://andreaonprogramming.wordpress.com/feed/;
http://vaibhavsagar.com/atom.xml;
https://medium.com/feed/@trueskawka/;6 posts
https://alicja.dev/feed.xml;
http://majantali.net/feed/;
http://johnomar.com/atom.xml;6 posts, Disabled
https://nickp.co/feed.xml;
http://moderndescartes.com/essays/rss.xml;
http://themworks.com/feed/;Disabled
http://www.stormylife.com/feed/;
http://www.notesfromandy.com/feed/;
http://blog.accursedware.com/atom.xml;
https://stoneg.github.io/feeds/all.atom.xml;
